item_id,pair_id,subject_lemma_sg,subject_lemma_pl,distractor_lemma_sg,distractor_lemma_pl,aux_pair,singular_verb,plural_verb,distance_bucket,distance_level,filler_id,filler,condition,subject,subject_num,distractor,distractor_num,prompt,correct_verb,wrong_verb,correct_token_text,wrong_token_text,n_words_prompt,approx_subject_to_pred_words,approx_distractor_to_pred_words,template,target_depends_on,dataset_name,model_tag,tokenization_ok,correct_token_id,wrong_token_id,correct_logit,wrong_logit,margin,correct_prob,wrong_prob,rank_correct,greedy_token_id,greedy_token,greedy_is_correct,greedy_is_aux,margin_gt_0,margin_gt_1
be_past_medium_1488_SP,1488,administrator,administrators,artist,artists,be_past,was,were,medium,1,quite_clearly,", quite clearly,",SP,administrator,sg,artists,pl,"The administrator of the artists, quite clearly,",was,were, was, were,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,16.515625,13.0390625,3.4765625,0.05072786286473274,0.001568175503052771,4,374, is,False,True,True,True
be_past_extra_long_536_PP,536,pilot,pilots,owner,owners,be_past,was,were,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",PP,pilots,pl,owners,pl,"The pilots of the owners, quite clearly, rather obviously, as expected, at least for now, in most cases,",were,was, were, was,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,1051,574,14.9609375,13.703125,1.2578125,0.009799852035939693,0.0027858547400683165,16,520, at,False,False,True,True
be_present_extra_long_1312_SP,1312,advisor,advisors,supervisor,supervisors,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SP,advisor,sg,supervisors,pl,"The advisor of the supervisors, quite clearly, rather obviously, as expected, at least for now, in most cases,",is,are, is, are,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,16.640625,12.9375,3.703125,0.055752139538526535,0.00137408880982548,1,374, is,True,True,True,True
be_present_short_1162_PS,1162,operator,operators,teacher,teachers,be_present,is,are,short,0,none,,PS,operators,pl,teacher,sg,The operators of the teacher,are,is, are, is,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,9.1328125,9.0390625,0.09375,0.00030291039729490876,0.00027580306050367653,298,4967, training,False,False,True,False
be_present_medium_599_SP,599,writer,writers,representative,representatives,be_present,is,are,medium,1,quite_clearly,", quite clearly,",SP,writer,sg,representatives,pl,"The writer of the representatives, quite clearly,",is,are, is, are,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,17.734375,15.0703125,2.6640625,0.16768383979797363,0.011681633070111275,1,374, is,True,True,True,True
be_past_extra_long_1171_SP,1171,operator,operators,engineer,engineers,be_past,was,were,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SP,operator,sg,engineers,pl,"The operator of the engineers, quite clearly, rather obviously, as expected, at least for now, in most cases,",was,were, was, were,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,14.71875,12.390625,2.328125,0.007689879275858402,0.0007495967438444495,23,279, the,False,False,True,True
be_present_short_414_PS,414,engineer,engineers,writer,writers,be_present,is,are,short,0,none,,PS,engineers,pl,writer,sg,The engineers of the writer,are,is, are, is,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,14.3828125,11.3515625,3.03125,0.05608276650309563,0.0027062897570431232,4,753,’s,False,False,True,True
be_present_extra_long_24_PP,24,manager,managers,researcher,researchers,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",PP,managers,pl,researchers,pl,"The managers of the researchers, quite clearly, rather obviously, as expected, at least for now, in most cases,",are,is, are, is,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,17.0,14.2890625,2.7109375,0.0651097521185875,0.004328135401010513,2,617, have,False,False,True,True
be_present_extra_long_1179_SP,1179,operator,operators,member,members,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SP,operator,sg,members,pl,"The operator of the members, quite clearly, rather obviously, as expected, at least for now, in most cases,",is,are, is, are,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,16.421875,13.9921875,2.4296875,0.04367781803011894,0.003846458625048399,2,520, at,False,False,True,True
be_past_medium_1143_SS,1143,developer,developers,director,directors,be_past,was,were,medium,1,quite_clearly,", quite clearly,",SS,developer,sg,director,sg,"The developer of the director, quite clearly,",was,were, was, were,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,15.8125,12.1171875,3.6953125,0.05874152481555939,0.001459121354855597,2,374, is,False,True,True,True
be_present_long_1224_PP,1224,inspector,inspectors,assistant,assistants,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PP,inspectors,pl,assistants,pl,"The inspectors of the assistants, quite clearly, rather obviously, as expected,",are,is, are, is,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,16.1875,13.1953125,2.9921875,0.0534682422876358,0.002682905411347747,3,617, have,False,False,True,True
be_present_long_1325_PP,1325,employee,employees,student,students,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PP,employees,pl,students,pl,"The employees of the students, quite clearly, rather obviously, as expected,",are,is, are, is,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,16.609375,14.6328125,1.9765625,0.06903829425573349,0.00956488773226738,2,323, and,False,False,True,True
be_present_extra_long_576_PS,576,writer,writers,owner,owners,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",PS,writers,pl,owner,sg,"The writers of the owner, quite clearly, rather obviously, as expected, at least for now, in most cases,",are,is, are, is,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,16.46875,14.8828125,1.5859375,0.03671902418136597,0.007518430706113577,6,520, at,False,False,True,True
be_past_short_219_SS,219,driver,drivers,player,players,be_past,was,were,short,0,none,,SS,driver,sg,player,sg,The driver of the player,was,were, was, were,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,13.1875,8.5703125,4.6171875,0.02483825385570526,0.0002454155182931572,10,753,’s,False,False,True,True
be_present_extra_long_589_SP,589,writer,writers,operator,operators,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SP,writer,sg,operators,pl,"The writer of the operators, quite clearly, rather obviously, as expected, at least for now, in most cases,",is,are, is, are,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,16.6875,13.484375,3.203125,0.05945804342627525,0.0024160786997526884,1,374, is,True,True,True,True
be_present_medium_439_SP,439,engineer,engineers,representative,representatives,be_present,is,are,medium,1,quite_clearly,", quite clearly,",SP,engineer,sg,representatives,pl,"The engineer of the representatives, quite clearly,",is,are, is, are,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,16.625,14.21875,2.40625,0.10096058249473572,0.009101873263716698,1,374, is,True,True,True,True
be_past_long_619_SP,619,actor,actors,player,players,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",SP,actor,sg,players,pl,"The actor of the players, quite clearly, rather obviously, as expected,",was,were, was, were,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,15.7421875,11.1640625,4.578125,0.03723607212305069,0.0003825687163043767,5,323, and,False,False,True,True
be_past_long_240_PS,240,driver,drivers,contractor,contractors,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PS,drivers,pl,contractor,sg,"The drivers of the contractor, quite clearly, rather obviously, as expected,",were,was, were, was,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,1051,574,16.78125,14.2734375,2.5078125,0.10260370373725891,0.00835668295621872,1,1051, were,True,True,True,True
be_present_short_1024_PP,1024,analyst,analysts,assistant,assistants,be_present,is,are,short,0,none,,PP,analysts,pl,assistants,pl,The analysts of the assistants,are,is, are, is,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,14.96875,11.9453125,3.0234375,0.0419006384909153,0.0020377852488309145,3,315, of,False,False,True,True
be_past_long_515_SS,515,chef,chefs,technician,technicians,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",SS,chef,sg,technician,sg,"The chef of the technician, quite clearly, rather obviously, as expected,",was,were, was, were,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,15.7421875,11.109375,4.6328125,0.034882571548223495,0.0003393154183868319,5,323, and,False,False,True,True
be_past_medium_1346_SS,1346,employee,employees,analyst,analysts,be_past,was,were,medium,1,quite_clearly,", quite clearly,",SS,employee,sg,analyst,sg,"The employee of the analyst, quite clearly,",was,were, was, were,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,15.328125,12.546875,2.78125,0.02916509471833706,0.0018070987425744534,5,374, is,False,True,True,True
be_present_long_1345_PS,1345,employee,employees,researcher,researchers,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PS,employees,pl,researcher,sg,"The employees of the researcher, quite clearly, rather obviously, as expected,",are,is, are, is,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,16.75,14.2578125,2.4921875,0.07156307250261307,0.005920326802879572,2,323, and,False,False,True,True
be_past_short_907_SP,907,director,directors,designer,designers,be_past,was,were,short,0,none,,SP,director,sg,designers,pl,The director of the designers,was,were, was, were,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,11.9140625,10.4296875,1.484375,0.0038902813103049994,0.0008817086927592754,21,315, of,False,False,True,True
be_present_long_1097_PP,1097,designer,designers,owner,owners,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PP,designers,pl,owners,pl,"The designers of the owners, quite clearly, rather obviously, as expected,",are,is, are, is,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,15.734375,13.3359375,2.3984375,0.027466172352433205,0.0024955712724477053,7,323, and,False,False,True,True
be_present_short_1008_SS,1008,analyst,analysts,artist,artists,be_present,is,are,short,0,none,,SS,analyst,sg,artist,sg,The analyst of the artist,is,are, is, are,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,13.5546875,10.3203125,3.234375,0.03295710310339928,0.001298009417951107,7,596,'s,False,False,True,True
be_past_short_494_PP,494,chef,chefs,writer,writers,be_past,was,were,short,0,none,,PP,chefs,pl,writers,pl,The chefs of the writers,were,was, were, was,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,1051,574,13.0,9.875,3.125,0.005215558223426342,0.00022915563022252172,22,529,’,False,False,True,True
be_past_extra_long_1526_SP,1526,volunteer,volunteers,driver,drivers,be_past,was,were,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SP,volunteer,sg,drivers,pl,"The volunteer of the drivers, quite clearly, rather obviously, as expected, at least for now, in most cases,",was,were, was, were,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,15.015625,13.5390625,1.4765625,0.009560969658195972,0.002183931414037943,16,279, the,False,False,True,True
be_present_long_536_PS,536,pilot,pilots,owner,owners,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PS,pilots,pl,owner,sg,"The pilots of the owner, quite clearly, rather obviously, as expected,",are,is, are, is,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,15.640625,14.6171875,1.0234375,0.03720444068312645,0.013369696214795113,4,323, and,False,False,True,True
be_present_extra_long_163_SS,163,student,students,worker,workers,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SS,student,sg,worker,sg,"The student of the worker, quite clearly, rather obviously, as expected, at least for now, in most cases,",is,are, is, are,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,17.75,13.2421875,4.5078125,0.11858770996332169,0.0013071384746581316,1,374, is,True,True,True,True
be_present_extra_long_1101_PS,1101,designer,designers,visitor,visitors,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",PS,designers,pl,visitor,sg,"The designers of the visitor, quite clearly, rather obviously, as expected, at least for now, in most cases,",are,is, are, is,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,16.03125,15.109375,0.921875,0.02487713098526001,0.009895439259707928,7,279, the,False,False,True,False
be_past_short_414_SS,414,engineer,engineers,writer,writers,be_past,was,were,short,0,none,,SS,engineer,sg,writer,sg,The engineer of the writer,was,were, was, were,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,13.0390625,8.953125,4.0859375,0.015247340314090252,0.0002562677545938641,11,315, of,False,False,True,True
be_present_medium_1583_PP,1583,representative,representatives,director,directors,be_present,is,are,medium,1,quite_clearly,", quite clearly,",PP,representatives,pl,directors,pl,"The representatives of the directors, quite clearly,",are,is, are, is,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,18.140625,14.59375,3.546875,0.1582699716091156,0.00456047710031271,1,527, are,True,True,True,True
be_present_long_1622_SP,1622,contractor,contractors,customer,customers,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",SP,contractor,sg,customers,pl,"The contractor of the customers, quite clearly, rather obviously, as expected,",is,are, is, are,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,16.234375,12.7421875,3.4921875,0.057331983000040054,0.001744854380376637,3,323, and,False,False,True,True
be_past_extra_long_238_SP,238,driver,drivers,volunteer,volunteers,be_past,was,were,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SP,driver,sg,volunteers,pl,"The driver of the volunteers, quite clearly, rather obviously, as expected, at least for now, in most cases,",was,were, was, were,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,16.09375,12.5234375,3.5703125,0.02867848239839077,0.0008072149357758462,7,374, is,False,True,True,True
be_past_long_1345_SP,1345,employee,employees,researcher,researchers,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",SP,employee,sg,researchers,pl,"The employee of the researchers, quite clearly, rather obviously, as expected,",was,were, was, were,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,15.4140625,12.71875,2.6953125,0.02784184366464615,0.0018799169920384884,6,323, and,False,False,True,True
be_present_long_136_PS,136,doctor,doctors,owner,owners,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PS,doctors,pl,owner,sg,"The doctors of the owner, quite clearly, rather obviously, as expected,",are,is, are, is,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,16.1875,13.6328125,2.5546875,0.05226435884833336,0.004061803687363863,3,323, and,False,False,True,True
be_past_long_1134_SS,1134,developer,developers,pilot,pilots,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",SS,developer,sg,pilot,sg,"The developer of the pilot, quite clearly, rather obviously, as expected,",was,were, was, were,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,16.109375,11.7890625,4.3203125,0.041793715208768845,0.000555677805095911,4,706, has,False,False,True,True
be_present_medium_985_PP,985,researcher,researchers,analyst,analysts,be_present,is,are,medium,1,quite_clearly,", quite clearly,",PP,researchers,pl,analysts,pl,"The researchers of the analysts, quite clearly,",are,is, are, is,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,17.046875,15.03125,2.015625,0.08448228985071182,0.011256176047027111,2,617, have,False,False,True,True
be_present_short_1164_PP,1164,operator,operators,doctor,doctors,be_present,is,are,short,0,none,,PP,operators,pl,doctors,pl,The operators of the doctors,are,is, are, is,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,11.390625,9.203125,2.1875,0.003160265041515231,0.00035457193735055625,24,529,’,False,False,True,True
be_present_extra_long_1359_SP,1359,employee,employees,representative,representatives,be_present,is,are,extra_long,3,clearly_obviously_expected_now_cases,", quite clearly, rather obviously, as expected, at least for now, in most cases,",SP,employee,sg,representatives,pl,"The employee of the representatives, quite clearly, rather obviously, as expected, at least for now, in most cases,",is,are, is, are,24,23,20,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,16.4375,14.5234375,1.9140625,0.04206990823149681,0.006204471457749605,2,279, the,False,False,True,True
be_present_short_844_SP,844,customer,customers,doctor,doctors,be_present,is,are,short,0,none,,SP,customer,sg,doctors,pl,The customer of the doctors,is,are, is, are,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,14.9296875,12.7421875,2.1875,0.0624200813472271,0.0070033385418355465,3,6,',False,False,True,True
be_present_long_364_PP,364,officer,officers,doctor,doctors,be_present,is,are,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PP,officers,pl,doctors,pl,"The officers of the doctors, quite clearly, rather obviously, as expected,",are,is, are, is,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,17.203125,13.4765625,3.7265625,0.12137003988027573,0.002922038547694683,1,527, are,True,True,True,True
be_past_long_1273_SP,1273,supervisor,supervisors,employee,employees,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",SP,supervisor,sg,employees,pl,"The supervisor of the employees, quite clearly, rather obviously, as expected,",was,were, was, were,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,15.4609375,11.859375,3.6015625,0.01983705721795559,0.0005411759484559298,6,374, is,False,True,True,True
be_present_short_1304_SS,1304,advisor,advisors,assistant,assistants,be_present,is,are,short,0,none,,SS,advisor,sg,assistant,sg,The advisor of the assistant,is,are, is, are,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,13.6328125,8.7578125,4.875,0.015557927079498768,0.00011878623627126217,11,315, of,False,False,True,True
be_past_long_1631_PP,1631,contractor,contractors,inspector,inspectors,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PP,contractors,pl,inspectors,pl,"The contractors of the inspectors, quite clearly, rather obviously, as expected,",were,was, were, was,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,1051,574,15.9453125,12.6171875,3.328125,0.044003214687108994,0.0015779675450176,4,527, are,False,True,True,True
be_past_short_577_SP,577,writer,writers,leader,leaders,be_past,was,were,short,0,none,,SP,writer,sg,leaders,pl,The writer of the leaders,was,were, was, were,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,13.09375,11.375,1.71875,0.009713396430015564,0.0017415161710232496,12,315, of,False,False,True,True
be_past_long_1034_SP,1034,analyst,analysts,specialist,specialists,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",SP,analyst,sg,specialists,pl,"The analyst of the specialists, quite clearly, rather obviously, as expected,",was,were, was, were,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,574,1051,14.3984375,12.859375,1.5390625,0.01175905205309391,0.0025232830084860325,9,439, as,False,False,True,True
be_present_short_125_SP,125,doctor,doctors,driver,drivers,be_present,is,are,short,0,none,,SP,doctor,sg,drivers,pl,The doctor of the drivers,is,are, is, are,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,12.3359375,10.484375,1.8515625,0.008070597425103188,0.0012670165160670877,14,315, of,False,False,True,True
be_present_short_1278_SS,1278,supervisor,supervisors,volunteer,volunteers,be_present,is,are,short,0,none,,SS,supervisor,sg,volunteer,sg,The supervisor of the volunteer,is,are, is, are,5,4,1,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,374,527,12.4921875,8.5078125,3.984375,0.006822523660957813,0.00012692670861724764,17,4027, fire,False,False,True,True
be_past_long_1636_PP,1636,contractor,contractors,technician,technicians,be_past,was,were,long,2,clearly_obviously_expected,", quite clearly, rather obviously, as expected,",PP,contractors,pl,technicians,pl,"The contractors of the technicians, quite clearly, rather obviously, as expected,",were,was, were, was,15,14,11,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,1051,574,15.609375,13.2890625,2.3203125,0.02766987308859825,0.002718368312343955,5,527, are,False,True,True,True
be_present_medium_915_PS,915,director,directors,technician,technicians,be_present,is,are,medium,1,quite_clearly,", quite clearly,",PS,directors,pl,technician,sg,"The directors of the technician, quite clearly,",are,is, are, is,9,8,5,The {subject} of the {distractor}{adverbial_filler},subject_number,agreement_distance_adverbial,llama32_3b,True,527,374,16.984375,16.265625,0.71875,0.11528616398572922,0.05618598684668541,1,527, are,True,True,True,False
