item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example
agr_0001,1,of_in_question,be_present,auditor,auditors,branch,branches,PP,plural,plural,The auditors of the branches in question,is,are,are,is,The auditors of the branches in question are responsible for the decision.
agr_0001,1,of_in_question,be_past,auditor,auditors,branch,branches,SS,singular,singular,The auditor of the branch in question,was,were,was,were,The auditor of the branch in question was responsible for the decision.
agr_0001,1,of_in_question,be_past,auditor,auditors,branch,branches,SP,singular,plural,The auditor of the branches in question,was,were,was,were,The auditor of the branches in question was responsible for the decision.
agr_0001,1,of_in_question,be_past,auditor,auditors,branch,branches,PS,plural,singular,The auditors of the branch in question,was,were,were,was,The auditors of the branch in question were responsible for the decision.
agr_0001,1,of_in_question,be_past,auditor,auditors,branch,branches,PP,plural,plural,The auditors of the branches in question,was,were,were,was,The auditors of the branches in question were responsible for the decision.
agr_0001,1,of_in_question,have_present,auditor,auditors,branch,branches,SS,singular,singular,The auditor of the branch in question,has,have,has,have,The auditor of the branch in question has received the report.
agr_0001,1,of_in_question,have_present,auditor,auditors,branch,branches,SP,singular,plural,The auditor of the branches in question,has,have,has,have,The auditor of the branches in question has received the report.
agr_0001,1,of_in_question,have_present,auditor,auditors,branch,branches,PS,plural,singular,The auditors of the branch in question,has,have,have,has,The auditors of the branch in question have received the report.
agr_0001,1,of_in_question,have_present,auditor,auditors,branch,branches,PP,plural,plural,The auditors of the branches in question,has,have,have,has,The auditors of the branches in question have received the report.
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,SS,singular,singular,The auditor of the branch in question,does,do,does,do,The auditor of the branch in question does not agree with the proposal.
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,SP,singular,plural,The auditor of the branches in question,does,do,does,do,The auditor of the branches in question does not agree with the proposal.
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,PS,plural,singular,The auditors of the branch in question,does,do,do,does,The auditors of the branch in question do not agree with the proposal.
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,PP,plural,plural,The auditors of the branches in question,does,do,do,does,The auditors of the branches in question do not agree with the proposal.
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,is,are,is,are,The auditor of the firm in question is responsible for the decision.
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,is,are,is,are,The auditor of the firms in question is responsible for the decision.
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,is,are,are,is,The auditors of the firm in question are responsible for the decision.
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,is,are,are,is,The auditors of the firms in question are responsible for the decision.
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,was,were,was,were,The auditor of the firm in question was responsible for the decision.
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,was,were,was,were,The auditor of the firms in question was responsible for the decision.
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,was,were,were,was,The auditors of the firm in question were responsible for the decision.
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,was,were,were,was,The auditors of the firms in question were responsible for the decision.
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,has,have,has,have,The auditor of the firm in question has received the report.
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,has,have,has,have,The auditor of the firms in question has received the report.
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,has,have,have,has,The auditors of the firm in question have received the report.
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,has,have,have,has,The auditors of the firms in question have received the report.
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,does,do,does,do,The auditor of the firm in question does not agree with the proposal.
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,does,do,does,do,The auditor of the firms in question does not agree with the proposal.
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,does,do,do,does,The auditors of the firm in question do not agree with the proposal.
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,does,do,do,does,The auditors of the firms in question do not agree with the proposal.
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,is,are,is,are,The programmer of the platform in question is responsible for the decision.
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,is,are,is,are,The programmer of the platforms in question is responsible for the decision.
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,is,are,are,is,The programmers of the platform in question are responsible for the decision.
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,is,are,are,is,The programmers of the platforms in question are responsible for the decision.
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,was,were,was,were,The programmer of the platform in question was responsible for the decision.
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,was,were,was,were,The programmer of the platforms in question was responsible for the decision.
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,was,were,were,was,The programmers of the platform in question were responsible for the decision.
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,was,were,were,was,The programmers of the platforms in question were responsible for the decision.
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,has,have,has,have,The programmer of the platform in question has received the report.
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,has,have,has,have,The programmer of the platforms in question has received the report.
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,has,have,have,has,The programmers of the platform in question have received the report.
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,has,have,have,has,The programmers of the platforms in question have received the report.
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,does,do,does,do,The programmer of the platform in question does not agree with the proposal.
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,does,do,does,do,The programmer of the platforms in question does not agree with the proposal.
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,does,do,do,does,The programmers of the platform in question do not agree with the proposal.
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,does,do,do,does,The programmers of the platforms in question do not agree with the proposal.
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,is,are,is,are,The lecturer of the university in question is responsible for the decision.
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,is,are,is,are,The lecturer of the universities in question is responsible for the decision.
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,is,are,are,is,The lecturers of the university in question are responsible for the decision.
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,is,are,are,is,The lecturers of the universities in question are responsible for the decision.
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,was,were,was,were,The lecturer of the university in question was responsible for the decision.
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,was,were,was,were,The lecturer of the universities in question was responsible for the decision.
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,was,were,were,was,The lecturers of the university in question were responsible for the decision.
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,was,were,were,was,The lecturers of the universities in question were responsible for the decision.
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,has,have,has,have,The lecturer of the university in question has received the report.
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,has,have,has,have,The lecturer of the universities in question has received the report.
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,has,have,have,has,The lecturers of the university in question have received the report.
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,has,have,have,has,The lecturers of the universities in question have received the report.
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,does,do,does,do,The lecturer of the university in question does not agree with the proposal.
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,does,do,does,do,The lecturer of the universities in question does not agree with the proposal.
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,does,do,do,does,The lecturers of the university in question do not agree with the proposal.
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,does,do,do,does,The lecturers of the universities in question do not agree with the proposal.
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,is,are,is,are,The owner of the panel in question is responsible for the decision.
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,is,are,is,are,The owner of the panels in question is responsible for the decision.
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,is,are,are,is,The owners of the panel in question are responsible for the decision.
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,is,are,are,is,The owners of the panels in question are responsible for the decision.
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,was,were,was,were,The owner of the panel in question was responsible for the decision.
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,was,were,was,were,The owner of the panels in question was responsible for the decision.
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,was,were,were,was,The owners of the panel in question were responsible for the decision.
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,was,were,were,was,The owners of the panels in question were responsible for the decision.
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,has,have,has,have,The owner of the panel in question has received the report.
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,has,have,has,have,The owner of the panels in question has received the report.
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,has,have,have,has,The owners of the panel in question have received the report.
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,has,have,have,has,The owners of the panels in question have received the report.
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,does,do,does,do,The owner of the panel in question does not agree with the proposal.
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,does,do,does,do,The owner of the panels in question does not agree with the proposal.
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,does,do,do,does,The owners of the panel in question do not agree with the proposal.
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,does,do,do,does,The owners of the panels in question do not agree with the proposal.
agr_0006,6,of_in_question,be_present,officer,officers,board,boards,SS,singular,singular,The officer of the board in question,is,are,is,are,The officer of the board in question is responsible for the decision.
agr_0006,6,of_in_question,be_present,officer,officers,board,boards,SP,singular,plural,The officer of the boards in question,is,are,is,are,The officer of the boards in question is responsible for the decision.
agr_0006,6,of_in_question,be_present,officer,officers,board,boards,PS,plural,singular,The officers of the board in question,is,are,are,is,The officers of the board in question are responsible for the decision.
agr_0006,6,of_in_question,be_present,officer,officers,board,boards,PP,plural,plural,The officers of the boards in question,is,are,are,is,The officers of the boards in question are responsible for the decision.
agr_0006,6,of_in_question,be_past,officer,officers,board,boards,SS,singular,singular,The officer of the board in question,was,were,was,were,The officer of the board in question was responsible for the decision.
agr_0006,6,of_in_question,be_past,officer,officers,board,boards,SP,singular,plural,The officer of the boards in question,was,were,was,were,The officer of the boards in question was responsible for the decision.
agr_0006,6,of_in_question,be_past,officer,officers,board,boards,PS,plural,singular,The officers of the board in question,was,were,were,was,The officers of the board in question were responsible for the decision.
agr_0006,6,of_in_question,be_past,officer,officers,board,boards,PP,plural,plural,The officers of the boards in question,was,were,were,was,The officers of the boards in question were responsible for the decision.
agr_0006,6,of_in_question,have_present,officer,officers,board,boards,SS,singular,singular,The officer of the board in question,has,have,has,have,The officer of the board in question has received the report.
agr_0006,6,of_in_question,have_present,officer,officers,board,boards,SP,singular,plural,The officer of the boards in question,has,have,has,have,The officer of the boards in question has received the report.
agr_0006,6,of_in_question,have_present,officer,officers,board,boards,PS,plural,singular,The officers of the board in question,has,have,have,has,The officers of the board in question have received the report.
agr_0006,6,of_in_question,have_present,officer,officers,board,boards,PP,plural,plural,The officers of the boards in question,has,have,have,has,The officers of the boards in question have received the report.
agr_0006,6,of_in_question,do_present,officer,officers,board,boards,SS,singular,singular,The officer of the board in question,does,do,does,do,The officer of the board in question does not agree with the proposal.
agr_0006,6,of_in_question,do_present,officer,officers,board,boards,SP,singular,plural,The officer of the boards in question,does,do,does,do,The officer of the boards in question does not agree with the proposal.
agr_0006,6,of_in_question,do_present,officer,officers,board,boards,PS,plural,singular,The officers of the board in question,does,do,do,does,The officers of the board in question do not agree with the proposal.
agr_0006,6,of_in_question,do_present,officer,officers,board,boards,PP,plural,plural,The officers of the boards in question,does,do,do,does,The officers of the boards in question do not agree with the proposal.
agr_0007,7,of_in_question,be_present,executive,executives,agency,agencies,SS,singular,singular,The executive of the agency in question,is,are,is,are,The executive of the agency in question is responsible for the decision.
agr_0007,7,of_in_question,be_present,executive,executives,agency,agencies,SP,singular,plural,The executive of the agencies in question,is,are,is,are,The executive of the agencies in question is responsible for the decision.
agr_0007,7,of_in_question,be_present,executive,executives,agency,agencies,PS,plural,singular,The executives of the agency in question,is,are,are,is,The executives of the agency in question are responsible for the decision.
agr_0007,7,of_in_question,be_present,executive,executives,agency,agencies,PP,plural,plural,The executives of the agencies in question,is,are,are,is,The executives of the agencies in question are responsible for the decision.
agr_0007,7,of_in_question,be_past,executive,executives,agency,agencies,SS,singular,singular,The executive of the agency in question,was,were,was,were,The executive of the agency in question was responsible for the decision.
agr_0007,7,of_in_question,be_past,executive,executives,agency,agencies,SP,singular,plural,The executive of the agencies in question,was,were,was,were,The executive of the agencies in question was responsible for the decision.
agr_0007,7,of_in_question,be_past,executive,executives,agency,agencies,PS,plural,singular,The executives of the agency in question,was,were,were,was,The executives of the agency in question were responsible for the decision.
agr_0007,7,of_in_question,be_past,executive,executives,agency,agencies,PP,plural,plural,The executives of the agencies in question,was,were,were,was,The executives of the agencies in question were responsible for the decision.
agr_0007,7,of_in_question,have_present,executive,executives,agency,agencies,SS,singular,singular,The executive of the agency in question,has,have,has,have,The executive of the agency in question has received the report.
agr_0007,7,of_in_question,have_present,executive,executives,agency,agencies,SP,singular,plural,The executive of the agencies in question,has,have,has,have,The executive of the agencies in question has received the report.
agr_0007,7,of_in_question,have_present,executive,executives,agency,agencies,PS,plural,singular,The executives of the agency in question,has,have,have,has,The executives of the agency in question have received the report.
agr_0007,7,of_in_question,have_present,executive,executives,agency,agencies,PP,plural,plural,The executives of the agencies in question,has,have,have,has,The executives of the agencies in question have received the report.
agr_0007,7,of_in_question,do_present,executive,executives,agency,agencies,SS,singular,singular,The executive of the agency in question,does,do,does,do,The executive of the agency in question does not agree with the proposal.
agr_0007,7,of_in_question,do_present,executive,executives,agency,agencies,SP,singular,plural,The executive of the agencies in question,does,do,does,do,The executive of the agencies in question does not agree with the proposal.
agr_0007,7,of_in_question,do_present,executive,executives,agency,agencies,PS,plural,singular,The executives of the agency in question,does,do,do,does,The executives of the agency in question do not agree with the proposal.
agr_0007,7,of_in_question,do_present,executive,executives,agency,agencies,PP,plural,plural,The executives of the agencies in question,does,do,do,does,The executives of the agencies in question do not agree with the proposal.
agr_0008,8,of_in_question,be_present,planner,planners,ministry,ministries,SS,singular,singular,The planner of the ministry in question,is,are,is,are,The planner of the ministry in question is responsible for the decision.
agr_0008,8,of_in_question,be_present,planner,planners,ministry,ministries,SP,singular,plural,The planner of the ministries in question,is,are,is,are,The planner of the ministries in question is responsible for the decision.
agr_0008,8,of_in_question,be_present,planner,planners,ministry,ministries,PS,plural,singular,The planners of the ministry in question,is,are,are,is,The planners of the ministry in question are responsible for the decision.
agr_0008,8,of_in_question,be_present,planner,planners,ministry,ministries,PP,plural,plural,The planners of the ministries in question,is,are,are,is,The planners of the ministries in question are responsible for the decision.
agr_0008,8,of_in_question,be_past,planner,planners,ministry,ministries,SS,singular,singular,The planner of the ministry in question,was,were,was,were,The planner of the ministry in question was responsible for the decision.
agr_0008,8,of_in_question,be_past,planner,planners,ministry,ministries,SP,singular,plural,The planner of the ministries in question,was,were,was,were,The planner of the ministries in question was responsible for the decision.
agr_0008,8,of_in_question,be_past,planner,planners,ministry,ministries,PS,plural,singular,The planners of the ministry in question,was,were,were,was,The planners of the ministry in question were responsible for the decision.
agr_0008,8,of_in_question,be_past,planner,planners,ministry,ministries,PP,plural,plural,The planners of the ministries in question,was,were,were,was,The planners of the ministries in question were responsible for the decision.
agr_0008,8,of_in_question,have_present,planner,planners,ministry,ministries,SS,singular,singular,The planner of the ministry in question,has,have,has,have,The planner of the ministry in question has received the report.
agr_0008,8,of_in_question,have_present,planner,planners,ministry,ministries,SP,singular,plural,The planner of the ministries in question,has,have,has,have,The planner of the ministries in question has received the report.
agr_0008,8,of_in_question,have_present,planner,planners,ministry,ministries,PS,plural,singular,The planners of the ministry in question,has,have,have,has,The planners of the ministry in question have received the report.
agr_0008,8,of_in_question,have_present,planner,planners,ministry,ministries,PP,plural,plural,The planners of the ministries in question,has,have,have,has,The planners of the ministries in question have received the report.
agr_0008,8,of_in_question,do_present,planner,planners,ministry,ministries,SS,singular,singular,The planner of the ministry in question,does,do,does,do,The planner of the ministry in question does not agree with the proposal.
agr_0008,8,of_in_question,do_present,planner,planners,ministry,ministries,SP,singular,plural,The planner of the ministries in question,does,do,does,do,The planner of the ministries in question does not agree with the proposal.
agr_0008,8,of_in_question,do_present,planner,planners,ministry,ministries,PS,plural,singular,The planners of the ministry in question,does,do,do,does,The planners of the ministry in question do not agree with the proposal.
agr_0008,8,of_in_question,do_present,planner,planners,ministry,ministries,PP,plural,plural,The planners of the ministries in question,does,do,do,does,The planners of the ministries in question do not agree with the proposal.
agr_0009,9,of_in_question,be_present,representative,representatives,club,clubs,SS,singular,singular,The representative of the club in question,is,are,is,are,The representative of the club in question is responsible for the decision.
agr_0009,9,of_in_question,be_present,representative,representatives,club,clubs,SP,singular,plural,The representative of the clubs in question,is,are,is,are,The representative of the clubs in question is responsible for the decision.
agr_0009,9,of_in_question,be_present,representative,representatives,club,clubs,PS,plural,singular,The representatives of the club in question,is,are,are,is,The representatives of the club in question are responsible for the decision.
agr_0009,9,of_in_question,be_present,representative,representatives,club,clubs,PP,plural,plural,The representatives of the clubs in question,is,are,are,is,The representatives of the clubs in question are responsible for the decision.
agr_0009,9,of_in_question,be_past,representative,representatives,club,clubs,SS,singular,singular,The representative of the club in question,was,were,was,were,The representative of the club in question was responsible for the decision.
agr_0009,9,of_in_question,be_past,representative,representatives,club,clubs,SP,singular,plural,The representative of the clubs in question,was,were,was,were,The representative of the clubs in question was responsible for the decision.
agr_0009,9,of_in_question,be_past,representative,representatives,club,clubs,PS,plural,singular,The representatives of the club in question,was,were,were,was,The representatives of the club in question were responsible for the decision.
agr_0009,9,of_in_question,be_past,representative,representatives,club,clubs,PP,plural,plural,The representatives of the clubs in question,was,were,were,was,The representatives of the clubs in question were responsible for the decision.
agr_0009,9,of_in_question,have_present,representative,representatives,club,clubs,SS,singular,singular,The representative of the club in question,has,have,has,have,The representative of the club in question has received the report.
agr_0009,9,of_in_question,have_present,representative,representatives,club,clubs,SP,singular,plural,The representative of the clubs in question,has,have,has,have,The representative of the clubs in question has received the report.
agr_0009,9,of_in_question,have_present,representative,representatives,club,clubs,PS,plural,singular,The representatives of the club in question,has,have,have,has,The representatives of the club in question have received the report.
agr_0009,9,of_in_question,have_present,representative,representatives,club,clubs,PP,plural,plural,The representatives of the clubs in question,has,have,have,has,The representatives of the clubs in question have received the report.
agr_0009,9,of_in_question,do_present,representative,representatives,club,clubs,SS,singular,singular,The representative of the club in question,does,do,does,do,The representative of the club in question does not agree with the proposal.
agr_0009,9,of_in_question,do_present,representative,representatives,club,clubs,SP,singular,plural,The representative of the clubs in question,does,do,does,do,The representative of the clubs in question does not agree with the proposal.
agr_0009,9,of_in_question,do_present,representative,representatives,club,clubs,PS,plural,singular,The representatives of the club in question,does,do,do,does,The representatives of the club in question do not agree with the proposal.
agr_0009,9,of_in_question,do_present,representative,representatives,club,clubs,PP,plural,plural,The representatives of the clubs in question,does,do,do,does,The representatives of the clubs in question do not agree with the proposal.
agr_0010,10,of_in_question,be_present,author,authors,facility,facilities,SS,singular,singular,The author of the facility in question,is,are,is,are,The author of the facility in question is responsible for the decision.
agr_0010,10,of_in_question,be_present,author,authors,facility,facilities,SP,singular,plural,The author of the facilities in question,is,are,is,are,The author of the facilities in question is responsible for the decision.
agr_0010,10,of_in_question,be_present,author,authors,facility,facilities,PS,plural,singular,The authors of the facility in question,is,are,are,is,The authors of the facility in question are responsible for the decision.
agr_0010,10,of_in_question,be_present,author,authors,facility,facilities,PP,plural,plural,The authors of the facilities in question,is,are,are,is,The authors of the facilities in question are responsible for the decision.
agr_0010,10,of_in_question,be_past,author,authors,facility,facilities,SS,singular,singular,The author of the facility in question,was,were,was,were,The author of the facility in question was responsible for the decision.
agr_0010,10,of_in_question,be_past,author,authors,facility,facilities,SP,singular,plural,The author of the facilities in question,was,were,was,were,The author of the facilities in question was responsible for the decision.
agr_0010,10,of_in_question,be_past,author,authors,facility,facilities,PS,plural,singular,The authors of the facility in question,was,were,were,was,The authors of the facility in question were responsible for the decision.
agr_0010,10,of_in_question,be_past,author,authors,facility,facilities,PP,plural,plural,The authors of the facilities in question,was,were,were,was,The authors of the facilities in question were responsible for the decision.
agr_0010,10,of_in_question,have_present,author,authors,facility,facilities,SS,singular,singular,The author of the facility in question,has,have,has,have,The author of the facility in question has received the report.
agr_0010,10,of_in_question,have_present,author,authors,facility,facilities,SP,singular,plural,The author of the facilities in question,has,have,has,have,The author of the facilities in question has received the report.
agr_0010,10,of_in_question,have_present,author,authors,facility,facilities,PS,plural,singular,The authors of the facility in question,has,have,have,has,The authors of the facility in question have received the report.
agr_0010,10,of_in_question,have_present,author,authors,facility,facilities,PP,plural,plural,The authors of the facilities in question,has,have,have,has,The authors of the facilities in question have received the report.
agr_0010,10,of_in_question,do_present,author,authors,facility,facilities,SS,singular,singular,The author of the facility in question,does,do,does,do,The author of the facility in question does not agree with the proposal.
agr_0010,10,of_in_question,do_present,author,authors,facility,facilities,SP,singular,plural,The author of the facilities in question,does,do,does,do,The author of the facilities in question does not agree with the proposal.
agr_0010,10,of_in_question,do_present,author,authors,facility,facilities,PS,plural,singular,The authors of the facility in question,does,do,do,does,The authors of the facility in question do not agree with the proposal.
agr_0010,10,of_in_question,do_present,author,authors,facility,facilities,PP,plural,plural,The authors of the facilities in question,does,do,do,does,The authors of the facilities in question do not agree with the proposal.
