item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,logit_correct,logit_wrong,margin,prob_correct,prob_wrong,rank_correct,model_tag,pass_margin_gt_0,pass_margin_gt_1,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0001,1,of_in_question,have_present,auditor,auditors,branch,branches,PS,plural,singular,The auditors of the branch in question,has,have,have,has,The auditors of the branch in question have received the report.,19.25,13.6796875,5.5703125,0.14561213552951813,0.0005546788452193141,1,qwen25_3b,True,True,1,2,5,5,7,8
agr_0001,1,of_in_question,have_present,auditor,auditors,branch,branches,PP,plural,plural,The auditors of the branches in question,has,have,have,has,The auditors of the branches in question have received the report.,19.546875,13.1796875,6.3671875,0.16167980432510376,0.00027760121156461537,1,qwen25_3b,True,True,1,2,5,5,7,8
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,SS,singular,singular,The auditor of the branch in question,does,do,does,do,The auditor of the branch in question does not agree with the proposal.,15.0625,9.1796875,5.8828125,0.003429899923503399,9.558911187923513e-06,41,qwen25_3b,True,True,1,1,4,4,6,7
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,SP,singular,plural,The auditor of the branches in question,does,do,does,do,The auditor of the branches in question does not agree with the proposal.,15.3515625,12.6484375,2.703125,0.0037389444187283516,0.00025049367104656994,37,qwen25_3b,True,True,1,1,4,4,6,7
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,PS,plural,singular,The auditors of the branch in question,does,do,do,does,The auditors of the branch in question do not agree with the proposal.,15.7734375,10.7109375,5.0625,0.004501380026340485,2.849245174729731e-05,29,qwen25_3b,True,True,1,2,5,5,7,8
agr_0001,1,of_in_question,do_present,auditor,auditors,branch,branches,PP,plural,plural,The auditors of the branches in question,does,do,do,does,The auditors of the branches in question do not agree with the proposal.,16.4375,10.6640625,5.7734375,0.007215582299977541,2.243361814180389e-05,16,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,is,are,is,are,The auditor of the firm in question is responsible for the decision.,18.46875,11.484375,6.984375,0.11328492313623428,0.00010492925503058359,2,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,is,are,is,are,The auditor of the firms in question is responsible for the decision.,18.671875,16.109375,2.5625,0.10437282174825668,0.00804836768656969,2,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,is,are,are,is,The auditors of the firm in question are responsible for the decision.,18.78125,13.515625,5.265625,0.11280927062034607,0.0005827911081723869,2,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,be_present,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,is,are,are,is,The auditors of the firms in question are responsible for the decision.,19.203125,12.3828125,6.8203125,0.12377549707889557,0.00013508609845303,2,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,was,were,was,were,The auditor of the firm in question was responsible for the decision.,17.875,11.2890625,6.5859375,0.06256187707185745,8.631244418211281e-05,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,was,were,was,were,The auditor of the firms in question was responsible for the decision.,17.90625,15.3671875,2.5390625,0.04853787273168564,0.0038315975107252598,5,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,was,were,were,was,The auditors of the firm in question were responsible for the decision.,18.234375,13.421875,4.8125,0.06528899073600769,0.0005306372768245637,3,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,be_past,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,was,were,were,was,The auditors of the firms in question were responsible for the decision.,18.640625,12.4375,6.203125,0.0705251544713974,0.0001426793314749375,3,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,has,have,has,have,The auditor of the firm in question has received the report.,18.359375,11.4453125,6.9140625,0.10154794901609421,0.00010090948489960283,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,has,have,has,have,The auditor of the firms in question has received the report.,18.9375,15.8515625,3.0859375,0.13612781465053558,0.006219296250492334,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,has,have,have,has,The auditors of the firm in question have received the report.,18.9375,13.6015625,5.3359375,0.13188739120960236,0.0006350897019729018,1,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,have_present,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,has,have,have,has,The auditors of the firms in question have received the report.,19.453125,12.8984375,6.5546875,0.15893088281154633,0.00022622660617344081,1,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,SS,singular,singular,The auditor of the firm in question,does,do,does,do,The auditor of the firm in question does not agree with the proposal.,15.125,9.484375,5.640625,0.003999446518719196,1.420062926626997e-05,33,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,SP,singular,plural,The auditor of the firms in question,does,do,does,do,The auditor of the firms in question does not agree with the proposal.,15.53125,12.828125,2.703125,0.004514725413173437,0.00030246772803366184,30,qwen25_3b,True,True,1,1,4,4,6,7
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,PS,plural,singular,The auditors of the firm in question,does,do,do,does,The auditors of the firm in question do not agree with the proposal.,15.921875,10.8984375,5.0234375,0.006464485544711351,4.2548359488137066e-05,22,qwen25_3b,True,True,1,2,5,5,7,8
agr_0002,2,of_in_question,do_present,auditor,auditors,firm,firms,PP,plural,plural,The auditors of the firms in question,does,do,do,does,The auditors of the firms in question do not agree with the proposal.,16.46875,10.3828125,6.0859375,0.008037309162318707,1.8281913071405143e-05,16,qwen25_3b,True,True,1,2,5,5,7,8
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,is,are,is,are,The programmer of the platform in question is responsible for the decision.,19.703125,13.0859375,6.6171875,0.2618611752986908,0.00035015723551623523,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,is,are,is,are,The programmer of the platforms in question is responsible for the decision.,19.984375,18.0,1.984375,0.2778733968734741,0.038198284804821014,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,is,are,are,is,The programmers of the platform in question are responsible for the decision.,19.9375,14.5625,5.375,0.20060229301452637,0.0009289730223827064,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,be_present,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,is,are,are,is,The programmers of the platforms in question are responsible for the decision.,19.875,13.09375,6.78125,0.18917196989059448,0.00021468284830916673,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,was,were,was,were,The programmer of the platform in question was responsible for the decision.,18.46875,12.2578125,6.2109375,0.07620594650506973,0.00015297236677724868,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,was,were,was,were,The programmer of the platforms in question was responsible for the decision.,18.625,16.65625,1.96875,0.07136379182338715,0.00996461883187294,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,was,were,were,was,The programmers of the platform in question were responsible for the decision.,18.28125,13.5,4.78125,0.038285620510578156,0.0003210444701835513,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,be_past,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,was,were,were,was,The programmers of the platforms in question were responsible for the decision.,18.1875,12.1796875,6.0078125,0.03499329835176468,8.606469782534987e-05,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,has,have,has,have,The programmer of the platform in question has received the report.,18.65625,12.78125,5.875,0.09192192554473877,0.0002581897715572268,2,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,has,have,has,have,The programmer of the platforms in question has received the report.,18.5625,16.578125,1.984375,0.0670400857925415,0.009215765632689,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,has,have,have,has,The programmers of the platform in question have received the report.,19.828125,14.375,5.453125,0.17981873452663422,0.0007701456197537482,2,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,have_present,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,has,have,have,has,The programmers of the platforms in question have received the report.,19.65625,12.90625,6.75,0.1520039588212967,0.00017797834880184382,2,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,SS,singular,singular,The programmer of the platform in question,does,do,does,do,The programmer of the platform in question does not agree with the proposal.,16.15625,10.7890625,5.3671875,0.007545411121100187,3.521623875712976e-05,15,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,SP,singular,plural,The programmer of the platforms in question,does,do,does,do,The programmer of the platforms in question does not agree with the proposal.,16.171875,14.2421875,1.9296875,0.006139022763818502,0.0008913466590456665,21,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,PS,plural,singular,The programmers of the platform in question,does,do,do,does,The programmers of the platform in question do not agree with the proposal.,17.234375,12.0625,5.171875,0.013439515605568886,7.625474245287478e-05,9,qwen25_3b,True,True,1,1,4,4,6,7
agr_0003,3,of_in_question,do_present,programmer,programmers,platform,platforms,PP,plural,plural,The programmers of the platforms in question,does,do,do,does,The programmers of the platforms in question do not agree with the proposal.,17.4375,10.96875,6.46875,0.016529662534594536,2.564021087891888e-05,8,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,is,are,is,are,The lecturer of the university in question is responsible for the decision.,19.28125,12.3203125,6.9609375,0.2720330059528351,0.00025794366956688464,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,is,are,is,are,The lecturer of the universities in question is responsible for the decision.,18.921875,17.28125,1.640625,0.19438523054122925,0.03768329322338104,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,is,are,are,is,The lecturers of the university in question are responsible for the decision.,19.609375,14.7890625,4.8203125,0.2540854811668396,0.002049013040959835,1,qwen25_3b,True,True,1,2,5,5,7,8
agr_0004,4,of_in_question,be_present,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,is,are,are,is,The lecturers of the universities in question are responsible for the decision.,19.46875,13.2734375,6.1953125,0.21362914144992828,0.0004355825367383659,1,qwen25_3b,True,True,1,2,5,5,7,8
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,was,were,was,were,The lecturer of the university in question was responsible for the decision.,17.984375,11.5859375,6.3984375,0.07436968386173248,0.00012376272934488952,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,was,were,was,were,The lecturer of the universities in question was responsible for the decision.,17.4375,15.8515625,1.5859375,0.044056233018636703,0.00902076717466116,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,was,were,were,was,The lecturers of the university in question were responsible for the decision.,17.96875,13.6640625,4.3046875,0.049256715923547745,0.0006652171723544598,4,qwen25_3b,True,True,1,2,5,5,7,8
agr_0004,4,of_in_question,be_past,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,was,were,were,was,The lecturers of the universities in question were responsible for the decision.,17.984375,12.6015625,5.3828125,0.048417750746011734,0.00022247378365136683,4,qwen25_3b,True,True,1,2,5,5,7,8
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,has,have,has,have,The lecturer of the university in question has received the report.,17.953125,11.96875,5.984375,0.07208158075809479,0.00018148602975998074,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,has,have,has,have,The lecturer of the universities in question has received the report.,17.875,16.078125,1.796875,0.06823563575744629,0.01131457556039095,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,has,have,have,has,The lecturers of the university in question have received the report.,18.953125,14.1328125,4.8203125,0.13181781768798828,0.0010630140313878655,2,qwen25_3b,True,True,1,2,5,5,7,8
agr_0004,4,of_in_question,have_present,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,has,have,have,has,The lecturers of the universities in question have received the report.,18.734375,12.578125,6.15625,0.10250037908554077,0.00021732019376941025,2,qwen25_3b,True,True,1,2,5,5,7,8
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,SS,singular,singular,The lecturer of the university in question,does,do,does,do,The lecturer of the university in question does not agree with the proposal.,15.625,10.5234375,5.1015625,0.007026392966508865,4.277125117368996e-05,12,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,SP,singular,plural,The lecturer of the universities in question,does,do,does,do,The lecturer of the universities in question does not agree with the proposal.,16.1875,14.5859375,1.6015625,0.012622322887182236,0.002544424030929804,9,qwen25_3b,True,True,1,1,4,4,6,7
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,PS,plural,singular,The lecturers of the university in question,does,do,do,does,The lecturers of the university in question do not agree with the proposal.,16.375,11.7578125,4.6171875,0.010007109493017197,9.887570195132867e-05,8,qwen25_3b,True,True,1,2,5,5,7,8
agr_0004,4,of_in_question,do_present,lecturer,lecturers,university,universities,PP,plural,plural,The lecturers of the universities in question,does,do,do,does,The lecturers of the universities in question do not agree with the proposal.,16.96875,11.03125,5.9375,0.017535747960209846,4.627013549907133e-05,7,qwen25_3b,True,True,1,2,5,5,7,8
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,is,are,is,are,The owner of the panel in question is responsible for the decision.,19.578125,12.0078125,7.5703125,0.2745860815048218,0.0001415577280567959,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,is,are,is,are,The owner of the panels in question is responsible for the decision.,19.4375,15.2109375,4.2265625,0.23371528089046478,0.003412827616557479,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,is,are,are,is,The owners of the panel in question are responsible for the decision.,19.515625,14.75,4.765625,0.17344699800014496,0.0014773457078263164,2,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,be_present,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,is,are,are,is,The owners of the panels in question are responsible for the decision.,19.484375,13.453125,6.03125,0.1536005586385727,0.00036902364809066057,1,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,was,were,was,were,The owner of the panel in question was responsible for the decision.,18.484375,11.578125,6.90625,0.09197481721639633,9.211336873704568e-05,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,was,were,was,were,The owner of the panels in question was responsible for the decision.,18.53125,14.8359375,3.6953125,0.09442950785160065,0.002345599699765444,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,was,were,were,was,The owners of the panel in question were responsible for the decision.,18.890625,14.375,4.515625,0.09283948689699173,0.0010153638431802392,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,be_past,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,was,were,were,was,The owners of the panels in question were responsible for the decision.,18.671875,13.0078125,5.6640625,0.06815983355045319,0.00023640542349312454,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,has,have,has,have,The owner of the panel in question has received the report.,18.0,11.375,6.625,0.05666403844952583,7.518073834944516e-05,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,has,have,has,have,The owner of the panels in question has received the report.,17.734375,12.921875,4.8125,0.04256271570920944,0.00034592911833897233,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,has,have,have,has,The owners of the panel in question have received the report.,18.5625,13.140625,5.421875,0.06686977297067642,0.00029548772727139294,4,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,have_present,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,has,have,have,has,The owners of the panels in question have received the report.,18.859375,12.5,6.359375,0.08221645653247833,0.0001422712957719341,3,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,SS,singular,singular,The owner of the panel in question,does,do,does,do,The owner of the panel in question does not agree with the proposal.,15.609375,9.921875,5.6875,0.005188864190131426,1.7580143321538344e-05,18,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,SP,singular,plural,The owner of the panels in question,does,do,does,do,The owner of the panels in question does not agree with the proposal.,14.9921875,10.703125,4.2890625,0.0027422839775681496,3.7618046917486936e-05,30,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,PS,plural,singular,The owners of the panel in question,does,do,do,does,The owners of the panel in question do not agree with the proposal.,15.5,10.2578125,5.2421875,0.0031275409273803234,1.6540549040655605e-05,28,qwen25_3b,True,True,1,1,4,4,6,7
agr_0005,5,of_in_question,do_present,owner,owners,panel,panels,PP,plural,plural,The owners of the panels in question,does,do,do,does,The owners of the panels in question do not agree with the proposal.,16.015625,9.921875,6.09375,0.004785571713000536,1.0800697964441497e-05,24,qwen25_3b,True,True,1,1,4,4,6,7
